Municipio;Departamento;poblacionTotal;poblacionCabecera;Superficie;CategoriaRural
tibirita;cundinamarca;3158.0;520.0;58.7750495494;Rural
tocaima;cundinamarca;15735.0;9589.0;250.872967255;Intermedia
tocancipa;cundinamarca;39996.0;15355.0;67.7087107866;Intermedia
topaipi;cundinamarca;4139.0;674.0;146.621090141;Rural disperso
ubala;cundinamarca;7717.0;1432.0;525.710831867;Rural disperso
ubaque;cundinamarca;6727.0;1094.0;120.31921488799999;Rural
villa de san diego de ubate;cundinamarca;42558.0;31042.0;107.416368868;Intermedia
une;cundinamarca;6945.0;3618.0;228.40944313;Rural
utica;cundinamarca;4246.0;2406.0;91.7131187894;Rural
vergara;cundinamarca;6847.0;1213.0;144.632727101;Rural disperso
viani;cundinamarca;4339.0;1449.0;69.0999573549;Intermedia
villagomez;cundinamarca;1758.0;610.0;62.075024095299995;Rural
villapinzon;cundinamarca;17187.0;6373.0;214.145712619;Intermedia
villeta;cundinamarca;26873.0;17985.0;138.407013775;Intermedia
viota;cundinamarca;13234.0;4286.0;203.088935079;Intermedia
yacopi;cundinamarca;12322.0;2848.0;947.999147283;Rural disperso
zipacon;cundinamarca;4659.0;1228.0;54.5573371914;Rural
zipaquira;cundinamarca;130537.0;106461.0;183.711420334;Urbana
quibdo;choco;129237.0;113124.0;3238.6406886100003;Urbana
acandi;choco;13999.0;6895.0;886.3631805599999;Rural
alto baudo;choco;27584.0;3356.0;1796.88390192;Rural disperso
atrato;choco;6063.0;2858.0;453.223844317;Rural
bagado;choco;11011.0;2589.0;765.9043378350001;Rural disperso
bahia solano;choco;10123.0;6172.0;1067.59797633;Rural disperso
bajo baudo;choco;29957.0;7041.0;3363.8722922399998;Rural disperso
bojaya;choco;12073.0;1158.0;3513.91687954;Rural disperso
el canton del san pablo;choco;6116.0;2844.0;416.962770447;Rural
carmen del darien;choco;18433.0;2276.0;3282.8160293299998;Rural disperso
certegui;choco;5635.0;3321.0;236.40498625200001;Rural
condoto;choco;12663.0;9696.0;815.703296225;Rural
el carmen de atrato;choco;8193.0;2510.0;970.299517605;Rural disperso
el litoral del san juan;choco;21669.0;1843.0;3701.13939673;Rural disperso
istmina;choco;30742.0;22258.0;1956.5094088399999;Rural
jurado;choco;6685.0;2511.0;1318.37241346;Rural disperso
lloro;choco;9786.0;3376.0;797.107119497;Rural
medio atrato;choco;10672.0;944.0;1772.35689339;Rural disperso
medio baudo;choco;15109.0;2307.0;1418.09928107;Rural disperso
medio san juan;choco;10579.0;2622.0;701.189194897;Rural disperso
novita;choco;9153.0;3498.0;1160.34867338;Rural disperso
nuqui;choco;16223.0;1685.0;1000.43192007;Rural disperso
rio iro;choco;5467.0;1539.0;122.108534141;Rural disperso
rio quito;choco;8236.0;2335.0;703.26301451;Rural disperso
riosucio;choco;53449.0;14299.0;5907.27354913;Rural disperso
san jose del palmar;choco;5114.0;1355.0;1008.96743806;Rural disperso
sipi;choco;3174.0;742.0;1242.87469744;Rural disperso
tado;choco;18011.0;10753.0;824.1147649220001;Rural
unguia;choco;12854.0;4343.0;1374.16609764;Rural disperso
union panamericana;choco;6816.0;2944.0;190.336395767;Rural
neiva;huila;357392.0;335994.0;1339.5826454100002;Urbana
acevedo;huila;24774.0;4640.0;668.396793183;Rural disperso
agrado;huila;8800.0;5664.0;266.258127143;Rural
aipe;huila;16163.0;10553.0;814.636983805;Rural
algeciras;huila;22481.0;10806.0;623.868965464;Rural
altamira;huila;4275.0;2425.0;197.75608186000002;Rural
baraya;huila;8338.0;3975.0;679.515874001;Rural
campoalegre;huila;31087.0;23787.0;470.132732471;Intermedia
colombia;huila;7285.0;2205.0;1841.16241699;Rural disperso
elias;huila;4211.0;1439.0;76.16646801819999;Intermedia
garzon;huila;72382.0;38923.0;620.65421767;Intermedia
gigante;huila;24583.0;9766.0;514.996096803;Rural
guadalupe;huila;17890.0;5497.0;225.252055941;Intermedia
hobo;huila;7286.0;5639.0;206.422895323;Rural
iquira;huila;9248.0;2652.0;517.4075010720001;Rural disperso
isnos;huila;25186.0;6148.0;654.436207902;Rural disperso
la argentina;huila;12866.0;4796.0;392.47887046;Rural
la plata;huila;61026.0;25791.0;1225.7520511300002;Intermedia
nataga;huila;6469.0;2648.0;146.71990595699998;Rural
oporapa;huila;11629.0;2355.0;141.709394884;Rural
paicol;huila;6583.0;2775.0;305.57756672799997;Rural
palermo;huila;26279.0;12475.0;826.8647089680001;Rural
palestina;huila;11159.0;1755.0;242.946901575;Rural disperso
pital;huila;13787.0;4892.0;194.71953084;Intermedia
pitalito;huila;124359.0;73319.0;575.541482199;Intermedia
rivera;huila;24312.0;11720.0;351.557385709;Intermedia
saladoblanco;huila;10444.0;1844.0;295.05671606199996;Rural disperso
san agustin;huila;33028.0;11158.0;1548.51047325;Rural
santa maria;huila;10405.0;2527.0;357.22936386400005;Rural disperso
suaza;huila;21853.0;4507.0;336.97893872000003;Rural
tarqui;huila;17440.0;5499.0;331.827127943;Intermedia
tesalia;huila;10697.0;5317.0;334.30815528799997;Rural
tello;huila;11800.0;5173.0;562.886351061;Rural
teruel;huila;8052.0;4270.0;530.35312965;Rural
timana;huila;21799.0;7883.0;188.895357868;Intermedia
villavieja;huila;7288.0;2459.0;530.458403838;Rural
yaguara;huila;7730.0;6421.0;321.101320709;Rural
riohacha;la guajira;188014.0;126103.0;3009.3333817800003;Urbana
albania;la guajira;29148.0;15783.0;556.249942666;Intermedia
barrancas;la guajira;35743.0;15818.0;796.116965134;Rural
dibulla;la guajira;37740.0;4884.0;1799.5367818;Rural disperso
distraccion;la guajira;13016.0;5871.0;218.793190678;Intermedia
el molino;la guajira;7185.0;6383.0;185.148865637;Rural
fonseca;la guajira;42772.0;35754.0;503.00413510799996;Intermedia
hatonuevo;la guajira;20044.0;11905.0;212.689648261;Intermedia
la jagua del pilar;la guajira;3498.0;2162.0;192.902428616;Rural
maicao;la guajira;170582.0;103354.0;1714.41313157;Urbana
manaure;la guajira;83072.0;8625.0;1618.61302873;Rural
san juan del cesar;la guajira;46953.0;30385.0;1360.96006399;Intermedia
uribia;la guajira;163462.0;7698.0;7854.229700010001;Rural disperso
urumita;la guajira;10985.0;9423.0;241.746761437;Rural
villanueva;la guajira;28346.0;26488.0;254.87253807800002;Intermedia
santa marta;magdalena;499192.0;455299.0;2329.43662911;Urbana
algarrobo;magdalena;15511.0;10096.0;413.637289767;Rural
aracataca;magdalena;39857.0;23623.0;1697.5891488099999;Rural
ariguani;magdalena;30218.0;19075.0;1156.80561274;Rural
cerro san antonio;magdalena;9890.0;5365.0;175.570750588;Intermedia
chivolo;magdalena;21862.0;13782.0;529.416771704;Rural
cienaga;magdalena;120071.0;104999.0;1318.45921354;Urbana
concordia;magdalena;10505.0;4177.0;116.593769513;Intermedia
el banco;magdalena;65457.0;41881.0;812.769527855;Intermedia
el pinon;magdalena;22530.0;7445.0;551.266083962;Rural
el reten;magdalena;19697.0;15549.0;273.434855809;Intermedia
fundacion;magdalena;66433.0;56814.0;995.4078193329999;Intermedia
guamal;magdalena;26620.0;8437.0;531.115328419;Intermedia
nueva granada;magdalena;19663.0;8132.0;852.606059285;Rural
pedraza;magdalena;9196.0;3017.0;310.55774156800004;Rural
pijino del carmen;magdalena;12093.0;5710.0;679.960888028;Rural
pivijay;magdalena;37341.0;21777.0;1637.67497293;Rural
plato;magdalena;61766.0;47141.0;1434.3490528;Intermedia
puebloviejo;magdalena;29824.0;9897.0;655.838378311;Rural
remolino;magdalena;11445.0;7375.0;588.0651164010001;Rural
sabanas de san angel;magdalena;15644.0;4559.0;1234.49019233;Rural disperso
salamina;magdalena;10733.0;7151.0;170.493680843;Intermedia
san sebastian de buenavista;magdalena;19523.0;6071.0;445.434112639;Rural
san zenon;magdalena;11681.0;1470.0;245.97404497;Rural disperso
santa ana;magdalena;25438.0;13851.0;1113.7320536900002;Rural
santa barbara de pinto;magdalena;10575.0;6616.0;484.269121336;Rural
sitionuevo;magdalena;27128.0;14239.0;984.9941088329999;Rural
tenerife;magdalena;13236.0;6511.0;495.259276529;Rural
zapayan;magdalena;9895.0;3846.0;353.50230312;Rural
zona bananera;magdalena;68722.0;4415.0;443.39274725700005;Intermedia
villavicencio;meta;531275.0;492052.0;1319.2233054100002;Urbana
acacias;meta;88023.0;67906.0;1239.16964246;Intermedia
barranca de upia;meta;6440.0;4425.0;433.434634989;Rural
cabuyaro;meta;6062.0;2993.0;913.289764804;Rural disperso
castilla la nueva;meta;14300.0;6154.0;497.450987163;Rural
cubarral;meta;6963.0;4576.0;1225.83949749;Rural disperso
cumaral;meta;22831.0;15006.0;629.841513826;Rural
el calvario;meta;1776.0;590.0;278.740440488;Rural disperso
el castillo;meta;7977.0;3020.0;649.1925310490001;Rural
el dorado;meta;3888.0;1412.0;143.617759706;Rural
fuente de oro;meta;12129.0;6923.0;522.995937623;Rural
granada;meta;68876.0;58293.0;390.302477828;Intermedia
guamal;meta;14119.0;9609.0;617.748493006;Rural
mapiripan;meta;7007.0;2471.0;11956.343589200002;Rural disperso
mesetas;meta;11159.0;4546.0;1958.85110231;Rural disperso
la macarena;meta;26890.0;4723.0;10685.881318799999;Rural disperso
uribe;meta;9284.0;2128.0;6164.73423353;Rural disperso
lejanias;meta;11463.0;4823.0;774.6140414179999;Rural
puerto concordia;meta;8390.0;3420.0;1286.8319554500001;Rural disperso
puerto gaitan;meta;41513.0;20659.0;17319.6924867;Rural disperso
puerto lopez;meta;30399.0;18575.0;6942.688031600001;Rural disperso
puerto lleras;meta;10423.0;4087.0;2520.7010281999997;Rural disperso
puerto rico;meta;13061.0;6439.0;3331.4861216599998;Rural disperso
restrepo;meta;18268.0;12190.0;328.507209516;Intermedia
san carlos de guaroa;meta;12296.0;6300.0;801.179913222;Rural
san juan de arama;meta;9118.0;4357.0;1179.96961158;Rural disperso
san juanito;meta;1307.0;672.0;232.033559115;Rural disperso
san martin;meta;26707.0;19458.0;5985.496490109999;Rural disperso
vistahermosa;meta;17778.0;7254.0;4878.92704134;Rural disperso
pasto;narino;392930.0;308095.0;1002.78935557;Urbana
alban;narino;9642.0;2691.0;45.8197488779;Intermedia
aldana;narino;7392.0;1549.0;55.6680336055;Intermedia
ancuya;narino;8801.0;2147.0;67.8182030053;Intermedia
arboleda;narino;8443.0;1172.0;61.6863282145;Intermedia
barbacoas;narino;55633.0;12075.0;2515.06900796;Rural disperso
belen;narino;6322.0;3262.0;37.3545125805;Intermedia
buesaco;narino;23908.0;6552.0;647.015965294;Rural disperso
colon;narino;8526.0;1089.0;63.964286359300004;Intermedia
consaca;narino;13784.0;2146.0;126.00833946799999;Intermedia
contadero;narino;7270.0;1310.0;41.4624185371;Intermedia
cordoba;narino;15516.0;3081.0;273.65363454000004;Rural
cuaspud;narino;9201.0;2708.0;49.011994115099995;Intermedia
cumbal;narino;36864.0;6835.0;1163.7285681600001;Rural disperso
cumbitara;narino;5948.0;1608.0;387.13160358;Rural disperso
chachagui;narino;15354.0;4332.0;143.674184032;Intermedia
el charco;narino;22505.0;7234.0;2290.1610768699998;Rural disperso
el penol;narino;7446.0;1340.0;125.770912886;Rural
el rosario;narino;12280.0;1781.0;611.7797770679999;Rural disperso
el tablon de gomez;narino;14342.0;1583.0;267.980728436;Rural
el tambo;narino;14283.0;5251.0;248.872513786;Intermedia
funes;narino;7222.0;3091.0;383.00490101599996;Rural
guachucal;narino;19450.0;3071.0;149.42138984099998;Intermedia
guaitarilla;narino;11582.0;4378.0;123.639620669;Intermedia
gualmatan;narino;7057.0;2994.0;32.664156365400004;Intermedia
iles;narino;7662.0;2133.0;76.72331663140001;Rural
imues;narino;7657.0;1016.0;79.1986726637;Rural
ipiales;narino;116136.0;77343.0;1569.36765922;Intermedia
la cruz;narino;18754.0;8018.0;221.424571428;Intermedia
la florida;narino;10104.0;1980.0;131.21522636699999;Rural
la llanada;narino;6492.0;3156.0;303.49085457700005;Rural
la tola;narino;7411.0;2928.0;317.419220939;Rural
la union;narino;31858.0;12793.0;146.80180482;Intermedia
leiva;narino;9768.0;2967.0;299.848394353;Rural
linares;narino;10236.0;2230.0;138.297980437;Rural
los andes;narino;9547.0;4376.0;847.442323718;Rural
magui;narino;24705.0;7325.0;1623.87811877;Rural disperso
mallama;narino;8976.0;1218.0;494.62043329;Rural disperso
mosquera;narino;11984.0;5677.0;546.375505352;Rural
narino;narino;4364.0;2653.0;52.2880845027;Intermedia
olaya herrera;narino;25358.0;10859.0;767.188082085;Rural
ospina;narino;7105.0;1965.0;62.4599414643;Intermedia
francisco pizarro;narino;14193.0;5423.0;562.579223439;Rural
policarpa;narino;9897.0;2596.0;423.964110108;Rural disperso
potosi;narino;10414.0;2097.0;292.72853737;Rural disperso
providencia;narino;5572.0;1501.0;37.672840586;Intermedia
puerres;narino;8581.0;3451.0;318.191063399;Rural
pupiales;narino;17491.0;6192.0;126.516824333;Intermedia
ricaurte;narino;19631.0;2399.0;1473.83061548;Rural disperso
roberto payan;narino;12667.0;3389.0;1252.40777144;Rural disperso
samaniego;narino;29414.0;9462.0;574.049071557;Intermedia
sandona;narino;20773.0;10112.0;93.558508131;Intermedia
san bernardo;narino;9202.0;2595.0;65.9755883674;Intermedia
san lorenzo;narino;18473.0;2180.0;249.118159166;Rural
san pablo;narino;15389.0;4051.0;116.042717266;Intermedia
san pedro de cartago;narino;6843.0;849.0;56.9999028724;Intermedia
santa barbara;narino;13427.0;3608.0;1125.2210441099999;Rural disperso
santacruz;narino;10796.0;1529.0;508.635978168;Rural disperso
sapuyes;narino;7346.0;1436.0;126.14342738699999;Rural
taminango;narino;17854.0;3999.0;231.233600838;Rural
tangua;narino;13507.0;2763.0;220.691044987;Rural
tumaco;narino;253637.0;86320.0;3799.86520211;Intermedia
tuquerres;narino;44729.0;17302.0;210.185497018;Intermedia
yacuanquer;narino;10938.0;3326.0;107.789814189;Intermedia
cucuta;norte de santander;711715.0;685445.0;1140.55666191;Urbana
abrego;norte de santander;31786.0;15896.0;1389.33211946;Rural
arboledas;norte de santander;9605.0;2207.0;464.801115968;Rural disperso
bochalema;norte de santander;8105.0;3038.0;189.889272027;Rural
bucarasica;norte de santander;6248.0;502.0;268.994466647;Rural disperso
cacota;norte de santander;2781.0;913.0;128.82060616500002;Rural
cachira;norte de santander;10995.0;1772.0;623.4830434730001;Rural disperso
chinacota;norte de santander;17263.0;11083.0;161.821662976;Intermedia
chitaga;norte de santander;11564.0;4331.0;1178.4147037999999;Rural disperso
convencion;norte de santander;18463.0;7417.0;957.719664388;Rural
cucutilla;norte de santander;8095.0;1502.0;363.349895757;Rural disperso
durania;norte de santander;4541.0;2216.0;171.935010128;Rural
el carmen;norte de santander;13144.0;2196.0;1681.21553829;Rural disperso
el tarra;norte de santander;20093.0;8371.0;721.584960475;Rural
el zulia;norte de santander;26700.0;16307.0;514.097087082;Intermedia
gramalote;norte de santander;7295.0;2482.0;145.13944328099998;Intermedia
hacari;norte de santander;9998.0;1339.0;417.297650926;Rural disperso
herran;norte de santander;6755.0;1204.0;115.98027540800001;Rural
labateca;norte de santander;6268.0;1619.0;273.256343225;Rural disperso
la esperanza;norte de santander;11358.0;1660.0;658.94503303;Rural disperso
la playa;norte de santander;7582.0;851.0;251.88603396399998;Rural disperso
los patios;norte de santander;89091.0;86266.0;129.404439353;Intermedia
lourdes;norte de santander;3954.0;1831.0;96.3319885263;Rural
mutiscua;norte de santander;4163.0;796.0;156.040336702;Rural disperso
ocana;norte de santander;118273.0;106159.0;652.8805780060001;Urbana
pamplona;norte de santander;50025.0;46013.0;305.427381253;Intermedia
pamplonita;norte de santander;5402.0;1091.0;162.517978014;Rural disperso
puerto santander;norte de santander;8502.0;7938.0;45.7986024622;Intermedia
ragonvalia;norte de santander;5899.0;2874.0;102.97034620900001;Intermedia
salazar;norte de santander;10205.0;3845.0;495.113339638;Rural
san calixto;norte de santander;12011.0;2008.0;394.375578321;Rural disperso
san cayetano;norte de santander;6978.0;2288.0;143.730269662;Rural
santiago;norte de santander;3361.0;1749.0;181.736819013;Rural
sardinata;norte de santander;25142.0;9398.0;1445.2649568900001;Rural
silos;norte de santander;6162.0;871.0;383.62808597000003;Rural disperso
teorama;norte de santander;16193.0;2518.0;912.901743914;Rural disperso
tibu;norte de santander;53586.0;19627.0;2664.99628836;Rural
toledo;norte de santander;15440.0;5273.0;1509.04259583;Rural
villa caro;norte de santander;4996.0;2179.0;399.091745061;Rural
villa del rosario;norte de santander;101952.0;98637.0;101.068921463;Intermedia
armenia;quindio;295208.0;287245.0;119.59926890800001;Urbana
buenavista;quindio;3095.0;1212.0;37.8846329913;Intermedia
calarca;quindio;72783.0;56505.0;230.16183487700002;Intermedia
circasia;quindio;28162.0;21025.0;91.5313998671;Intermedia
cordoba;quindio;5642.0;3363.0;99.5796825509;Intermedia
filandia;quindio;12066.0;6640.0;105.305178324;Intermedia
genova;quindio;7516.0;4269.0;298.970328433;Rural
la tebaida;quindio;33451.0;29752.0;91.3212865171;Intermedia
montenegro;quindio;36751.0;30130.0;148.913885986;Intermedia
pijao;quindio;5219.0;2977.0;263.366758036;Rural
quimbaya;quindio;30751.0;24913.0;134.76915013800001;Intermedia
salento;quindio;9260.0;3879.0;361.30126317;Rural
pereira;risaralda;467269.0;385838.0;596.985803801;Urbana
apia;risaralda;12406.0;5453.0;152.076819849;Intermedia
balboa;risaralda;6423.0;1518.0;120.116710698;Rural
belen de umbria;risaralda;24690.0;12460.0;176.043111909;Intermedia
dosquebradas;risaralda;217178.0;204280.0;69.7506080624;Urbana
guatica;risaralda;12158.0;3558.0;99.3717272315;Intermedia
la celia;risaralda;7514.0;2881.0;90.1944091789;Intermedia
la virginia;risaralda;27923.0;27189.0;32.9491732249;Intermedia
marsella;risaralda;16940.0;8521.0;149.63840897799997;Intermedia
mistrato;risaralda;16950.0;3892.0;609.1752638639999;Rural disperso
pueblo rico;risaralda;16156.0;2740.0;628.678429566;Rural disperso
quinchia;risaralda;27292.0;7209.0;145.434008933;Intermedia
santa rosa de cabal;risaralda;77838.0;64297.0;567.524459768;Intermedia
santuario;risaralda;12664.0;6328.0;210.28458167899998;Intermedia
bucaramanga;santander;581130.0;570752.0;156.081979491;Urbana
aguada;santander;1855.0;313.0;68.97482277079999;Rural disperso
albania;santander;4129.0;597.0;185.507037085;Rural disperso
aratoca;santander;8229.0;2380.0;159.580639243;Rural
barbosa;santander;31050.0;23249.0;50.0907870841;Intermedia
barichara;santander;10486.0;3113.0;126.499832095;Rural
barrancabermeja;santander;203537.0;177272.0;1280.81692026;Urbana
betulia;santander;5941.0;1313.0;420.614038671;Rural disperso
bolivar;santander;11287.0;1495.0;994.681045143;Rural disperso
cabrera;santander;1937.0;395.0;69.53220718819999;Rural disperso
california;santander;2130.0;931.0;45.0655119185;Rural
capitanejo;santander;5505.0;3452.0;78.9753709224;Intermedia
carcasi;santander;4292.0;640.0;263.213827657;Rural disperso
cepita;santander;2015.0;517.0;107.045373405;Rural disperso
cerrito;santander;6729.0;3329.0;428.696474361;Rural
charala;santander;12270.0;7218.0;386.88109935;Rural
charta;santander;2888.0;716.0;127.742698217;Rural disperso
chima;santander;2875.0;810.0;182.572837906;Rural disperso
chipata;santander;5075.0;637.0;76.4043553017;Rural
cimitarra;santander;32947.0;13943.0;3182.10794088;Rural
concepcion;santander;5738.0;2780.0;345.379811728;Rural
confines;santander;3159.0;687.0;58.3431569054;Rural
contratacion;santander;3679.0;2798.0;93.9844525706;Rural
coromoro;santander;5015.0;723.0;570.869556068;Rural disperso
curiti;santander;12717.0;4577.0;241.397865171;Intermedia
el carmen de chucuri;santander;20916.0;2821.0;900.259651931;Rural disperso
el guacamayo;santander;2167.0;677.0;114.73649322499999;Rural
el penon;santander;5279.0;712.0;394.862386287;Rural disperso
el playon;santander;13713.0;7037.0;457.822621492;Rural
encino;santander;2552.0;526.0;402.046178832;Rural disperso
enciso;santander;3461.0;849.0;76.3728523277;Rural disperso
florian;santander;5562.0;1218.0;199.744311167;Rural disperso
floridablanca;santander;291935.0;280025.0;96.08870180480001;Urbana
galan;santander;2886.0;812.0;209.365829862;Rural disperso
gambita;santander;4021.0;653.0;520.519478283;Rural disperso
giron;santander;160403.0;141107.0;492.56405889499996;Urbana
guaca;santander;5916.0;1508.0;269.987594102;Rural disperso
guadalupe;santander;4511.0;1693.0;194.683002428;Rural
guapota;santander;2375.0;665.0;59.1917874969;Rural disperso
guavata;santander;4230.0;1027.0;75.21047513869999;Rural
guepsa;santander;5114.0;3071.0;44.9744418589;Intermedia
hato;santander;2328.0;657.0;188.650952132;Rural disperso
jesus maria;santander;3342.0;719.0;100.482500985;Rural disperso
jordan;santander;1314.0;99.0;36.0307226894;Rural disperso
la belleza;santander;6198.0;1696.0;284.326729401;Rural disperso
landazuri;santander;10384.0;3182.0;611.688977326;Rural
la paz;santander;4953.0;756.0;270.53634742400004;Rural disperso
lebrija;santander;41835.0;22732.0;539.8556753400001;Intermedia
los santos;santander;14106.0;1643.0;290.21963766799996;Rural disperso
macaravita;santander;2171.0;280.0;107.363833578;Rural disperso
malaga;santander;20945.0;18091.0;56.587538634400005;Intermedia
matanza;santander;4976.0;1445.0;109.77877981900001;Rural disperso
mogotes;santander;10527.0;4135.0;506.918500833;Rural
molagavita;santander;4137.0;620.0;175.305984689;Rural disperso
ocamonte;santander;5661.0;809.0;53.500019404;Intermedia
oiba;santander;10800.0;4791.0;310.077633552;Rural
onzaga;santander;4183.0;1232.0;495.543945033;Rural disperso
palmar;santander;1361.0;467.0;22.4464757458;Intermedia
palmas del socorro;santander;2535.0;779.0;62.2445301542;Rural
paramo;santander;4654.0;1251.0;80.5134938093;Rural
piedecuesta;santander;170625.0;139273.0;472.47022579500003;Urbana
pinchote;santander;5162.0;1072.0;56.405396652099995;Rural
puente nacional;santander;14654.0;5440.0;272.63223079;Intermedia
puerto parra;santander;7640.0;2605.0;760.696520575;Rural
puerto wilches;santander;32791.0;16175.0;1525.4137085799998;Rural
rionegro;santander;26438.0;6338.0;1270.63158626;Rural disperso
sabana de torres;santander;33055.0;22512.0;1446.38654638;Rural
san andres;santander;8683.0;3121.0;287.32457768800003;Rural
san benito;santander;2950.0;277.0;59.7010041268;Rural disperso
san gil;santander;56037.0;49050.0;155.75765018;Intermedia
san joaquin;santander;2241.0;819.0;145.296360978;Rural
san jose de miranda;santander;4367.0;889.0;73.15745846610001;Rural
san miguel;santander;2531.0;629.0;68.8419819122;Rural disperso
san vicente de chucuri;santander;33133.0;12288.0;1093.9566421700001;Rural
santa barbara;santander;2401.0;265.0;186.880036841;Rural disperso
santa helena del opon;santander;3389.0;768.0;353.819317514;Rural disperso
simacota;santander;10042.0;2185.0;953.263196689;Rural disperso
socorro;santander;32158.0;26232.0;123.739517671;Intermedia
suaita;santander;10031.0;2136.0;258.944416569;Rural disperso
sucre;santander;7202.0;550.0;544.40428423;Rural disperso
surata;santander;3975.0;909.0;373.246760091;Rural disperso
tona;santander;7373.0;538.0;335.682078295;Rural disperso
valle de san jose;santander;6084.0;2408.0;90.8694561921;Intermedia
velez;santander;24356.0;13159.0;470.310983523;Intermedia
vetas;santander;2114.0;729.0;90.54189769429999;Rural
villanueva;santander;7873.0;4564.0;105.22128082600001;Intermedia
zapatoca;santander;9466.0;6274.0;367.821033182;Rural
sincelejo;sucre;277773.0;249323.0;288.971493517;Urbana
buenavista;sucre;10441.0;8317.0;130.79234404000002;Intermedia
caimito;sucre;15231.0;3821.0;422.69188539600003;Rural disperso
coloso;sucre;8623.0;3832.0;125.220832766;Intermedia
corozal;sucre;67371.0;51372.0;276.358537972;Intermedia
covenas;sucre;18250.0;10856.0;54.34349526210001;Intermedia
chalan;sucre;4466.0;2853.0;84.0096970659;Intermedia
el roble;sucre;9944.0;4340.0;212.014049312;Rural
galeras;sucre;21982.0;11997.0;294.278408124;Intermedia
guaranda;sucre;17713.0;7122.0;370.275352811;Rural
la union;sucre;12349.0;5934.0;221.821878729;Intermedia
los palmitos;sucre;22880.0;11137.0;210.933050812;Intermedia
majagual;sucre;36650.0;10205.0;944.381435418;Rural disperso
morroa;sucre;15061.0;9031.0;173.59846817300001;Intermedia
ovejas;sucre;22871.0;11409.0;469.27590313999997;Rural
palmito;sucre;14114.0;4905.0;172.39752706099998;Intermedia
sampues;sucre;46455.0;23452.0;196.178734238;Intermedia
san benito abad;sucre;28673.0;5966.0;1511.4915522200001;Rural disperso
san juan de betulia;sucre;13535.0;6907.0;165.52390229699998;Intermedia
san marcos;sucre;57672.0;32275.0;961.183716039;Intermedia
san onofre;sucre;49633.0;19008.0;1033.2625235599999;Rural
san pedro;sucre;18590.0;12204.0;202.832056026;Intermedia
san luis de since;sucre;30773.0;22672.0;459.648818011;Intermedia
sucre;sucre;29552.0;7205.0;1103.4959657;Rural disperso
santiago de tolu;sucre;32922.0;26401.0;316.32818707999996;Intermedia
tolu viejo;sucre;21339.0;6545.0;281.450379874;Intermedia
ibague;tolima;529635.0;492554.0;1396.0402521800002;Urbana
alpujarra;tolima;4544.0;1991.0;534.745559931;Rural disperso
alvarado;tolima;8697.0;3236.0;342.439531994;Rural
ambalema;tolima;6657.0;5261.0;227.551097174;Rural
anzoategui;tolima;10217.0;1469.0;476.468527271;Rural disperso
armero;tolima;12696.0;8184.0;440.840853992;Rural
ataco;tolima;19330.0;4820.0;1034.15997522;Rural disperso
cajamarca;tolima;18471.0;9461.0;511.100574657;Rural
carmen de apicala;tolima;10117.0;7627.0;190.342339884;Intermedia
casabianca;tolima;6373.0;1720.0;183.687022235;Rural disperso
chaparral;tolima;50367.0;28615.0;2091.81604859;Intermedia
coello;tolima;8248.0;1482.0;333.933977046;Rural disperso
coyaima;tolima;22813.0;3836.0;670.372717791;Rural disperso
cunday;tolima;8745.0;2397.0;483.113800527;Rural disperso
dolores;tolima;8359.0;3503.0;588.842591338;Rural
espinal;tolima;70494.0;50664.0;213.414911172;Intermedia
falan;tolima;7693.0;1764.0;172.79123603;Rural disperso
flandes;tolima;28389.0;24551.0;101.069548283;Intermedia
fresno;tolima;31069.0;15713.0;227.748271617;Intermedia
guamo;tolima;32940.0;16656.0;508.596274235;Intermedia
herveo;tolima;7363.0;2179.0;345.91653835299996;Rural disperso
honda;tolima;24693.0;23658.0;315.771818902;Intermedia
icononzo;tolima;11887.0;3595.0;214.894997348;Intermedia
lerida;tolima;18574.0;13735.0;271.61263398;Intermedia
libano;tolima;36773.0;23605.0;284.960763783;Intermedia
mariquita;tolima;37770.0;27907.0;275.71962564600005;Intermedia
melgar;tolima;36536.0;29749.0;190.667454223;Intermedia
murillo;tolima;4113.0;1758.0;425.35857128;Rural disperso
natagaima;tolima;14835.0;7841.0;866.550784412;Rural
ortega;tolima;34607.0;6946.0;944.6030485319999;Rural disperso
palocabildo;tolima;9730.0;3000.0;64.9796473665;Intermedia
piedras;tolima;6711.0;2280.0;343.26954549299995;Rural
planadas;tolima;25764.0;6736.0;1667.05534956;Rural disperso
prado;tolima;8498.0;3745.0;416.84808847100004;Rural
purificacion;tolima;23536.0;13186.0;426.882927638;Intermedia
rioblanco;tolima;22771.0;3724.0;2000.85613479;Rural disperso
roncesvalles;tolima;5459.0;1875.0;787.794639023;Rural disperso
rovira;tolima;21674.0;10080.0;703.9187621369999;Rural
saldana;tolima;14435.0;8502.0;206.054918977;Intermedia
san antonio;tolima;12896.0;4351.0;386.521027603;Rural
san luis;tolima;13553.0;3765.0;424.23391719800003;Rural disperso
santa isabel;tolima;5769.0;2171.0;275.51408912;Rural
suarez;tolima;3813.0;1539.0;190.848028572;Rural
valle de san juan;tolima;5345.0;2104.0;191.813047505;Rural
venadillo;tolima;12817.0;8639.0;327.88980585;Rural
villahermosa;tolima;9283.0;3364.0;281.57913972399996;Rural
villarrica;tolima;5128.0;1968.0;453.242135969;Rural
